text,entities
ILACHHEN,"[[0, 8, 'LOCATION']]"
Iahwarpur,"[[0, 9, 'LOCATION']]"
Iba,"[[0, 3, 'LOCATION']]"
Ibar,"[[0, 4, 'LOCATION']]"
Ibargand,"[[0, 8, 'LOCATION']]"
Ibe,"[[0, 3, 'LOCATION']]"
Ibha,"[[0, 4, 'LOCATION']]"
Ibhang,"[[0, 6, 'LOCATION']]"
Ibhek,"[[0, 5, 'LOCATION']]"
Ibithan,"[[0, 7, 'LOCATION']]"
Ichala,"[[0, 6, 'LOCATION']]"
Ichangu,"[[0, 7, 'LOCATION']]"
Ichaul Chowk,"[[0, 12, 'LOCATION']]"
Ichchhanagar,"[[0, 12, 'LOCATION']]"
Ichchhapur,"[[0, 10, 'LOCATION']]"
Ichok,"[[0, 5, 'LOCATION']]"
Ichol,"[[0, 5, 'LOCATION']]"
Ichowk,"[[0, 6, 'LOCATION']]"
Idaipur,"[[0, 7, 'LOCATION']]"
Idi,"[[0, 3, 'LOCATION']]"
Idikholagaun,"[[0, 12, 'LOCATION']]"
Idingma,"[[0, 7, 'LOCATION']]"
Idris,"[[0, 5, 'LOCATION']]"
Igaun,"[[0, 5, 'LOCATION']]"
Igna,"[[0, 4, 'LOCATION']]"
Iiiunga,"[[0, 7, 'LOCATION']]"
Iiuwabari,"[[0, 9, 'LOCATION']]"
Ijadanga,"[[0, 8, 'LOCATION']]"
Ijakot,"[[0, 6, 'LOCATION']]"
Ijar,"[[0, 4, 'LOCATION']]"
Ijar Katal,"[[0, 10, 'LOCATION']]"
Ijara,"[[0, 5, 'LOCATION']]"
Ijarapher,"[[0, 9, 'LOCATION']]"
Ijardanda,"[[0, 9, 'LOCATION']]"
Ijarko Danda Goth,"[[0, 17, 'LOCATION']]"
Ikaraha,"[[0, 7, 'LOCATION']]"
Ikarahi,"[[0, 7, 'LOCATION']]"
Ikarai,"[[0, 6, 'LOCATION']]"
Ikha Danda,"[[0, 10, 'LOCATION']]"
Ikhabu,"[[0, 6, 'LOCATION']]"
Ikhalalhu,"[[0, 9, 'LOCATION']]"
Ikham,"[[0, 5, 'LOCATION']]"
Ikhapokhari,"[[0, 11, 'LOCATION']]"
Ikhrakholagaun,"[[0, 14, 'LOCATION']]"
Ikim,"[[0, 4, 'LOCATION']]"
Ikindhara,"[[0, 9, 'LOCATION']]"
Ikraha,"[[0, 6, 'LOCATION']]"
Iksapur,"[[0, 7, 'LOCATION']]"
Iku Tol,"[[0, 7, 'LOCATION']]"
Ikudol,"[[0, 6, 'LOCATION']]"
Ila,"[[0, 3, 'LOCATION']]"
Ila Village,"[[0, 11, 'LOCATION']]"
Ilaka Ban Karyala,"[[0, 17, 'LOCATION']]"
Ilam,"[[0, 4, 'LOCATION']]"
Ilam Chowk Bajar,"[[0, 16, 'LOCATION']]"
Ilam Pokhari,"[[0, 12, 'LOCATION']]"
Ilamebasti,"[[0, 10, 'LOCATION']]"
Ilchhali,"[[0, 8, 'LOCATION']]"
Ilee,"[[0, 4, 'LOCATION']]"
Ilichhire,"[[0, 9, 'LOCATION']]"
Ilig,"[[0, 4, 'LOCATION']]"
Ilig Lagna,"[[0, 10, 'LOCATION']]"
Ilim,"[[0, 4, 'LOCATION']]"
Illa,"[[0, 4, 'LOCATION']]"
Ilunga,"[[0, 6, 'LOCATION']]"
Iluwabari,"[[0, 9, 'LOCATION']]"
Imadol,"[[0, 6, 'LOCATION']]"
Imakham,"[[0, 7, 'LOCATION']]"
Imakhel,"[[0, 7, 'LOCATION']]"
Imalihawa,"[[0, 9, 'LOCATION']]"
Imaliya,"[[0, 7, 'LOCATION']]"
Imam Nagar,"[[0, 10, 'LOCATION']]"
Iman Singh Chowk (Simal Dada),"[[0, 29, 'LOCATION']]"
Imanetar,"[[0, 8, 'LOCATION']]"
Imarang,"[[0, 7, 'LOCATION']]"
Imari,"[[0, 5, 'LOCATION']]"
Imaswa,"[[0, 6, 'LOCATION']]"
Imbir,"[[0, 5, 'LOCATION']]"
Imbun,"[[0, 5, 'LOCATION']]"
Imbung,"[[0, 6, 'LOCATION']]"
Imchung,"[[0, 7, 'LOCATION']]"
Imedanda,"[[0, 8, 'LOCATION']]"
Imek,"[[0, 4, 'LOCATION']]"
Imektol,"[[0, 7, 'LOCATION']]"
Imichaur,"[[0, 8, 'LOCATION']]"
Imikhim,"[[0, 7, 'LOCATION']]"
Imilabari,"[[0, 9, 'LOCATION']]"
Imile,"[[0, 5, 'LOCATION']]"
Imile Kundo,"[[0, 11, 'LOCATION']]"
Imilepani,"[[0, 9, 'LOCATION']]"
Imilibagad,"[[0, 10, 'LOCATION']]"
Imiliya,"[[0, 7, 'LOCATION']]"
Imiliyakhark,"[[0, 12, 'LOCATION']]"
Imkhe,"[[0, 5, 'LOCATION']]"
Imkhim,"[[0, 6, 'LOCATION']]"
Imle,"[[0, 4, 'LOCATION']]"
Imliya,"[[0, 6, 'LOCATION']]"
Imsil Deurali,"[[0, 13, 'LOCATION']]"
Imsilgaun,"[[0, 9, 'LOCATION']]"
Imu,"[[0, 3, 'LOCATION']]"
Imukhel,"[[0, 7, 'LOCATION']]"
Inabang,"[[0, 7, 'LOCATION']]"
Inada,"[[0, 5, 'LOCATION']]"
Iname,"[[0, 5, 'LOCATION']]"
Inami,"[[0, 5, 'LOCATION']]"
Inar,"[[0, 4, 'LOCATION']]"
Inar Chowk,"[[0, 10, 'LOCATION']]"
Inarbari,"[[0, 8, 'LOCATION']]"
Inarbaruwa,"[[0, 10, 'LOCATION']]"
Inardanda,"[[0, 9, 'LOCATION']]"
Inarpani,"[[0, 8, 'LOCATION']]"
Inarpati,"[[0, 8, 'LOCATION']]"
Inaruwa,"[[0, 7, 'LOCATION']]"
Inaruwa Chowk,"[[0, 13, 'LOCATION']]"
Inarwa,"[[0, 6, 'LOCATION']]"
Inarwa (Kurmitola),"[[0, 18, 'LOCATION']]"
Inarwa Dangrahi,"[[0, 15, 'LOCATION']]"
Inarwa Jaggamadartol,"[[0, 20, 'LOCATION']]"
Inarwa Koriyanitol,"[[0, 18, 'LOCATION']]"
Inarwa Mal,"[[0, 10, 'LOCATION']]"
Inarwah Gaun,"[[0, 12, 'LOCATION']]"
Inarwari,"[[0, 8, 'LOCATION']]"
Inaskot,"[[0, 7, 'LOCATION']]"
Inaya Tol,"[[0, 9, 'LOCATION']]"
Inbaha Tol,"[[0, 10, 'LOCATION']]"
Inchaur,"[[0, 7, 'LOCATION']]"
Inderani Chowk,"[[0, 14, 'LOCATION']]"
Indev,"[[0, 5, 'LOCATION']]"
Indra,"[[0, 5, 'LOCATION']]"
Indra Chok,"[[0, 10, 'LOCATION']]"
Indra Chowk,"[[0, 11, 'LOCATION']]"
Indraban,"[[0, 8, 'LOCATION']]"
Indrabasti,"[[0, 10, 'LOCATION']]"
Indrachok,"[[0, 9, 'LOCATION']]"
Indragaun,"[[0, 9, 'LOCATION']]"
Indraiya,"[[0, 8, 'LOCATION']]"
Indrajhoda Gaighat,"[[0, 18, 'LOCATION']]"
Indrapur,"[[0, 8, 'LOCATION']]"
Indrapuri,"[[0, 9, 'LOCATION']]"
Indrapuri Chowk,"[[0, 15, 'LOCATION']]"
Indrapuri Tol,"[[0, 13, 'LOCATION']]"
Indrapurichok,"[[0, 13, 'LOCATION']]"
Indrasthan,"[[0, 10, 'LOCATION']]"
Indredanda,"[[0, 10, 'LOCATION']]"
Indregauda,"[[0, 10, 'LOCATION']]"
Indreni Chowk,"[[0, 13, 'LOCATION']]"
Indu,"[[0, 4, 'LOCATION']]"
Indugari,"[[0, 8, 'LOCATION']]"
Indum village,"[[0, 13, 'LOCATION']]"
Indur,"[[0, 5, 'LOCATION']]"
Industrial Area,"[[0, 15, 'LOCATION']]"
Industrial Estate,"[[0, 17, 'LOCATION']]"
Ingala,"[[0, 6, 'LOCATION']]"
Ingla,"[[0, 5, 'LOCATION']]"
Ingle Dhuri,"[[0, 11, 'LOCATION']]"
Ini,"[[0, 3, 'LOCATION']]"
Inladauda,"[[0, 9, 'LOCATION']]"
Inlagaun,"[[0, 8, 'LOCATION']]"
Inmilabari,"[[0, 10, 'LOCATION']]"
Institute Of Forest,"[[0, 19, 'LOCATION']]"
Intta Nalabasti,"[[0, 15, 'LOCATION']]"
Inwarwa Phulbariya,"[[0, 18, 'LOCATION']]"
Ipa,"[[0, 3, 'LOCATION']]"
Ipa Panchakanya,"[[0, 15, 'LOCATION']]"
Ipakholagaun,"[[0, 12, 'LOCATION']]"
Iphibun,"[[0, 7, 'LOCATION']]"
Ipkhahare,"[[0, 9, 'LOCATION']]"
Iplachhen tole,"[[0, 14, 'LOCATION']]"
Irang,"[[0, 5, 'LOCATION']]"
Irangtar,"[[0, 8, 'LOCATION']]"
Irautar,"[[0, 7, 'LOCATION']]"
Iribang,"[[0, 7, 'LOCATION']]"
Irja,"[[0, 4, 'LOCATION']]"
Irja tole,"[[0, 9, 'LOCATION']]"
Irjan,"[[0, 5, 'LOCATION']]"
Irju,"[[0, 4, 'LOCATION']]"
Irkang,"[[0, 6, 'LOCATION']]"
Irkhu,"[[0, 5, 'LOCATION']]"
Isaklabasti,"[[0, 11, 'LOCATION']]"
Isalampur,"[[0, 9, 'LOCATION']]"
Isalek,"[[0, 6, 'LOCATION']]"
Isarachaur,"[[0, 10, 'LOCATION']]"
Isharu,"[[0, 6, 'LOCATION']]"
Ishwariganj,"[[0, 11, 'LOCATION']]"
Ishwaripur,"[[0, 10, 'LOCATION']]"
Ishwarkada,"[[0, 10, 'LOCATION']]"
Isibu,"[[0, 5, 'LOCATION']]"
Isidanda,"[[0, 8, 'LOCATION']]"
Isim Gaon,"[[0, 9, 'LOCATION']]"
Isimgaun,"[[0, 8, 'LOCATION']]"
Isin,"[[0, 4, 'LOCATION']]"
Islamnagar,"[[0, 10, 'LOCATION']]"
Islampur,"[[0, 8, 'LOCATION']]"
Islang,"[[0, 6, 'LOCATION']]"
Ismakot,"[[0, 7, 'LOCATION']]"
Israla,"[[0, 6, 'LOCATION']]"
Israng,"[[0, 6, 'LOCATION']]"
Isthanchaur,"[[0, 11, 'LOCATION']]"
Isura,"[[0, 5, 'LOCATION']]"
Isya,"[[0, 4, 'LOCATION']]"
Itabhatta,"[[0, 9, 'LOCATION']]"
Itabhattachok,"[[0, 13, 'LOCATION']]"
Itabhattatol,"[[0, 12, 'LOCATION']]"
Itachhen,"[[0, 8, 'LOCATION']]"
Itafu,"[[0, 5, 'LOCATION']]"
Itagau,"[[0, 6, 'LOCATION']]"
Itagaun,"[[0, 7, 'LOCATION']]"
Itagol,"[[0, 6, 'LOCATION']]"
Itahar,"[[0, 6, 'LOCATION']]"
Itahara,"[[0, 7, 'LOCATION']]"
Itahara Bajar,"[[0, 13, 'LOCATION']]"
Itahari,"[[0, 7, 'LOCATION']]"
Itahari Bishnupur,"[[0, 17, 'LOCATION']]"
Itahari Chowk,"[[0, 13, 'LOCATION']]"
Itaharitol,"[[0, 10, 'LOCATION']]"
Itaharwa,"[[0, 8, 'LOCATION']]"
Itaharwa Kalauni,"[[0, 16, 'LOCATION']]"
Itahiya,"[[0, 7, 'LOCATION']]"
Itaiti,"[[0, 6, 'LOCATION']]"
Itakhel,"[[0, 7, 'LOCATION']]"
Itapani,"[[0, 7, 'LOCATION']]"
Itapukhu,"[[0, 8, 'LOCATION']]"
Itar,"[[0, 4, 'LOCATION']]"
Itaraul,"[[0, 7, 'LOCATION']]"
Itari,"[[0, 5, 'LOCATION']]"
Itari Prasahi,"[[0, 13, 'LOCATION']]"
Itatar,"[[0, 6, 'LOCATION']]"
Itaura,"[[0, 6, 'LOCATION']]"
Itawa,"[[0, 5, 'LOCATION']]"
Ithumbu,"[[0, 7, 'LOCATION']]"
Ithung,"[[0, 6, 'LOCATION']]"
Itiyahi,"[[0, 7, 'LOCATION']]"
Itiyahi Sano,"[[0, 12, 'LOCATION']]"
Itiyahi Thulo,"[[0, 13, 'LOCATION']]"
Itpare,"[[0, 6, 'LOCATION']]"
Itram,"[[0, 5, 'LOCATION']]"
Ittatargoth,"[[0, 11, 'LOCATION']]"
Itum Bahal,"[[0, 10, 'LOCATION']]"
Itwal Tole,"[[0, 10, 'LOCATION']]"
Iyarkot,"[[0, 7, 'LOCATION']]"
Izara Gau,"[[0, 9, 'LOCATION']]"
J--Gaun,"[[0, 7, 'LOCATION']]"
Ja-Rhun-Hi-Ti,"[[0, 13, 'LOCATION']]"
Jaafe Village,"[[0, 13, 'LOCATION']]"
Jaamungachi Tol,"[[0, 15, 'LOCATION']]"
Jaat Thapali,"[[0, 12, 'LOCATION']]"
Jabade,"[[0, 6, 'LOCATION']]"
Jabala,"[[0, 6, 'LOCATION']]"
Jabale,"[[0, 6, 'LOCATION']]"
Jabalpur,"[[0, 8, 'LOCATION']]"
Jaban,"[[0, 5, 'LOCATION']]"
Jabang,"[[0, 6, 'LOCATION']]"
Jabarjastapur,"[[0, 13, 'LOCATION']]"
Jabarkot,"[[0, 8, 'LOCATION']]"
Jabarpur,"[[0, 8, 'LOCATION']]"
Jabbare,"[[0, 7, 'LOCATION']]"
Jabbarpur,"[[0, 9, 'LOCATION']]"
Jabbawada,"[[0, 9, 'LOCATION']]"
Jabda,"[[0, 5, 'LOCATION']]"
Jabdahawa,"[[0, 9, 'LOCATION']]"
Jabdahuwa,"[[0, 9, 'LOCATION']]"
Jabdi,"[[0, 5, 'LOCATION']]"
Jabdi Tappu (Titrigachhi),"[[0, 25, 'LOCATION']]"
Jabga,"[[0, 5, 'LOCATION']]"
Jabhalapo,"[[0, 9, 'LOCATION']]"
Jabhar Naula,"[[0, 12, 'LOCATION']]"
Jabka,"[[0, 5, 'LOCATION']]"
Jabkadi,"[[0, 7, 'LOCATION']]"
Jabkadi Chaupari,"[[0, 16, 'LOCATION']]"
Jabkatola,"[[0, 9, 'LOCATION']]"
Jablagau,"[[0, 8, 'LOCATION']]"
Jabreni,"[[0, 7, 'LOCATION']]"
Jabtar,"[[0, 6, 'LOCATION']]"
Jabuka,"[[0, 6, 'LOCATION']]"
Jabun Danda,"[[0, 11, 'LOCATION']]"
Jabune,"[[0, 6, 'LOCATION']]"
Jabunegaun,"[[0, 10, 'LOCATION']]"
Jacha,"[[0, 5, 'LOCATION']]"
Jachauarigaun,"[[0, 13, 'LOCATION']]"
Jad Gaun,"[[0, 8, 'LOCATION']]"
Jada Bagar,"[[0, 10, 'LOCATION']]"
Jada Dhanai,"[[0, 11, 'LOCATION']]"
Jadaha,"[[0, 6, 'LOCATION']]"
Jadahi,"[[0, 6, 'LOCATION']]"
Jadanga,"[[0, 7, 'LOCATION']]"
Jadani,"[[0, 6, 'LOCATION']]"
Jadapane,"[[0, 8, 'LOCATION']]"
Jadebata,"[[0, 8, 'LOCATION']]"
Jadechauka,"[[0, 10, 'LOCATION']]"
Jadekholagaun,"[[0, 13, 'LOCATION']]"
Jadepa,"[[0, 6, 'LOCATION']]"
Jadepani,"[[0, 8, 'LOCATION']]"
Jadepatal,"[[0, 9, 'LOCATION']]"
Jadgaun,"[[0, 7, 'LOCATION']]"
Jadgudu,"[[0, 7, 'LOCATION']]"
Jadhani,"[[0, 7, 'LOCATION']]"
Jadhpur,"[[0, 7, 'LOCATION']]"
Jadi,"[[0, 4, 'LOCATION']]"
Jadi Bagad,"[[0, 10, 'LOCATION']]"
Jadibuti,"[[0, 8, 'LOCATION']]"
Jadimela,"[[0, 8, 'LOCATION']]"
Jadiyankhala,"[[0, 12, 'LOCATION']]"
Jadpilla,"[[0, 8, 'LOCATION']]"
Jaduwakholagaun,"[[0, 15, 'LOCATION']]"
Jadyakharka,"[[0, 11, 'LOCATION']]"
Jadzayothali,"[[0, 12, 'LOCATION']]"
Jafati,"[[0, 6, 'LOCATION']]"
Jagadari,"[[0, 8, 'LOCATION']]"
Jagadechaur,"[[0, 11, 'LOCATION']]"
Jagadi,"[[0, 6, 'LOCATION']]"
Jagadishpur,"[[0, 11, 'LOCATION']]"
Jagadol,"[[0, 7, 'LOCATION']]"
Jagahattha,"[[0, 10, 'LOCATION']]"
Jagakhali,"[[0, 9, 'LOCATION']]"
Jagandanda,"[[0, 10, 'LOCATION']]"
Jagannath,"[[0, 9, 'LOCATION']]"
Jagannathe,"[[0, 10, 'LOCATION']]"
Jagannathpur,"[[0, 12, 'LOCATION']]"
Jagannathpuri,"[[0, 13, 'LOCATION']]"
Jaganpur,"[[0, 8, 'LOCATION']]"
Jaganthan,"[[0, 9, 'LOCATION']]"
Jagar,"[[0, 5, 'LOCATION']]"
Jagare,"[[0, 6, 'LOCATION']]"
Jagare Bhanjyang,"[[0, 16, 'LOCATION']]"
Jagaregaun,"[[0, 10, 'LOCATION']]"
Jagaretar,"[[0, 9, 'LOCATION']]"
Jagargaun,"[[0, 9, 'LOCATION']]"
Jagarghari,"[[0, 10, 'LOCATION']]"
Jagari,"[[0, 6, 'LOCATION']]"
Jagariyamna,"[[0, 11, 'LOCATION']]"
Jagarkhan,"[[0, 9, 'LOCATION']]"
Jagarkot,"[[0, 8, 'LOCATION']]"
Jagarnathpur,"[[0, 12, 'LOCATION']]"
Jagarnathtol,"[[0, 12, 'LOCATION']]"
Jagarthok,"[[0, 9, 'LOCATION']]"
Jagat,"[[0, 5, 'LOCATION']]"
Jagat Bagar,"[[0, 11, 'LOCATION']]"
Jagat Bhanjyang,"[[0, 15, 'LOCATION']]"
Jagata,"[[0, 6, 'LOCATION']]"
Jagatbasti,"[[0, 10, 'LOCATION']]"
Jagatbisa,"[[0, 9, 'LOCATION']]"
Jagate,"[[0, 6, 'LOCATION']]"
Jagatedanda,"[[0, 11, 'LOCATION']]"
Jagatetar,"[[0, 9, 'LOCATION']]"
Jagatgaun,"[[0, 9, 'LOCATION']]"
Jagathali,"[[0, 9, 'LOCATION']]"
Jagati,"[[0, 6, 'LOCATION']]"
Jagatikholagaun,"[[0, 15, 'LOCATION']]"
Jagatipur,"[[0, 9, 'LOCATION']]"
Jagatiya,"[[0, 8, 'LOCATION']]"
Jagatpur,"[[0, 8, 'LOCATION']]"
Jagatpur Barkapurwa,"[[0, 19, 'LOCATION']]"
Jagatpur kamaiya basti,"[[0, 22, 'LOCATION']]"
Jagatradevi,"[[0, 11, 'LOCATION']]"
Jagaulitar,"[[0, 10, 'LOCATION']]"
Jagbadi Chowk,"[[0, 13, 'LOCATION']]"
Jagchhap,"[[0, 8, 'LOCATION']]"
Jagdanda,"[[0, 8, 'LOCATION']]"
Jagdi Pokhara,"[[0, 13, 'LOCATION']]"
Jagedimai,"[[0, 9, 'LOCATION']]"
Jagekhor,"[[0, 8, 'LOCATION']]"
Jagera,"[[0, 6, 'LOCATION']]"
Jaggare,"[[0, 7, 'LOCATION']]"
Jaghare,"[[0, 7, 'LOCATION']]"
Jagihappa,"[[0, 9, 'LOCATION']]"
Jagine,"[[0, 6, 'LOCATION']]"
Jagirbhitta,"[[0, 11, 'LOCATION']]"
Jagirgaun,"[[0, 9, 'LOCATION']]"
Jagirtol,"[[0, 8, 'LOCATION']]"
Jagitol,"[[0, 7, 'LOCATION']]"
Jagmale,"[[0, 7, 'LOCATION']]"
Jagmohan,"[[0, 8, 'LOCATION']]"
Jagpani,"[[0, 7, 'LOCATION']]"
Jagpur,"[[0, 6, 'LOCATION']]"
Jagre,"[[0, 5, 'LOCATION']]"
Jagribada,"[[0, 9, 'LOCATION']]"
Jagrigaun,"[[0, 9, 'LOCATION']]"
Jagrit Tol,"[[0, 10, 'LOCATION']]"
Jagriti Chowk,"[[0, 13, 'LOCATION']]"
Jagriti Tol,"[[0, 11, 'LOCATION']]"
Jagritichok,"[[0, 11, 'LOCATION']]"
Jagritinagar,"[[0, 12, 'LOCATION']]"
Jagtad,"[[0, 6, 'LOCATION']]"
Jagu,"[[0, 4, 'LOCATION']]"
Jaguwa,"[[0, 6, 'LOCATION']]"
Jahada,"[[0, 6, 'LOCATION']]"
Jahada Bajartol,"[[0, 15, 'LOCATION']]"
Jahada Dakaita,"[[0, 14, 'LOCATION']]"
Jahadagaun,"[[0, 10, 'LOCATION']]"
Jahade,"[[0, 6, 'LOCATION']]"
Jahadi,"[[0, 6, 'LOCATION']]"
Jahane Pokhara,"[[0, 14, 'LOCATION']]"
Jahare,"[[0, 6, 'LOCATION']]"
Jahargaun,"[[0, 9, 'LOCATION']]"
Jaharkot,"[[0, 8, 'LOCATION']]"
Jaharsin Jaubari,"[[0, 16, 'LOCATION']]"
Jaharsingaun,"[[0, 12, 'LOCATION']]"
Jaharsingpauwa,"[[0, 14, 'LOCATION']]"
Jahele,"[[0, 6, 'LOCATION']]"
Jai,"[[0, 3, 'LOCATION']]"
Jai Takura,"[[0, 10, 'LOCATION']]"
Jaiban,"[[0, 6, 'LOCATION']]"
Jaibata,"[[0, 7, 'LOCATION']]"
Jaidanda,"[[0, 8, 'LOCATION']]"
Jaideu,"[[0, 6, 'LOCATION']]"
Jaidhan,"[[0, 7, 'LOCATION']]"
Jaidi,"[[0, 5, 'LOCATION']]"
Jaidol,"[[0, 6, 'LOCATION']]"
Jaidu,"[[0, 5, 'LOCATION']]"
Jaidung,"[[0, 7, 'LOCATION']]"
Jaigada,"[[0, 7, 'LOCATION']]"
Jaigadh,"[[0, 7, 'LOCATION']]"
Jaigaun,"[[0, 7, 'LOCATION']]"
Jaihiregaun,"[[0, 11, 'LOCATION']]"
Jaijhul,"[[0, 7, 'LOCATION']]"
Jaikate,"[[0, 7, 'LOCATION']]"
Jaikharka,"[[0, 9, 'LOCATION']]"
Jaikine,"[[0, 7, 'LOCATION']]"
Jaikot,"[[0, 6, 'LOCATION']]"
Jail,"[[0, 4, 'LOCATION']]"
Jailu,"[[0, 5, 'LOCATION']]"
Jailu Gaun,"[[0, 10, 'LOCATION']]"
Jaima,"[[0, 5, 'LOCATION']]"
Jaimalachauka,"[[0, 13, 'LOCATION']]"
Jaimane,"[[0, 7, 'LOCATION']]"
Jaimunighat,"[[0, 11, 'LOCATION']]"
Jaina,"[[0, 5, 'LOCATION']]"
Jainada,"[[0, 7, 'LOCATION']]"
Jainali,"[[0, 7, 'LOCATION']]"
Jainalu,"[[0, 7, 'LOCATION']]"
Jaingaun,"[[0, 8, 'LOCATION']]"
Jainghatta,"[[0, 10, 'LOCATION']]"
Jainkhel,"[[0, 8, 'LOCATION']]"
Jainpur,"[[0, 7, 'LOCATION']]"
Jainpur Bahuwan,"[[0, 15, 'LOCATION']]"
Jainpurwa(Ailanibasti),"[[0, 22, 'LOCATION']]"
Jaipare,"[[0, 7, 'LOCATION']]"
Jaiphalpauwa,"[[0, 12, 'LOCATION']]"
Jair,"[[0, 4, 'LOCATION']]"
Jairampati,"[[0, 10, 'LOCATION']]"
Jairampur,"[[0, 9, 'LOCATION']]"
Jairampurwa,"[[0, 11, 'LOCATION']]"
Jaire,"[[0, 5, 'LOCATION']]"
Jaire Okhar Rukh,"[[0, 16, 'LOCATION']]"
Jairikanda,"[[0, 10, 'LOCATION']]"
Jairu,"[[0, 5, 'LOCATION']]"
Jaisarabari,"[[0, 11, 'LOCATION']]"
Jaisera,"[[0, 7, 'LOCATION']]"
Jaishideval,"[[0, 11, 'LOCATION']]"
Jaishigau,"[[0, 9, 'LOCATION']]"
Jaishigaun,"[[0, 10, 'LOCATION']]"
Jaishing,"[[0, 8, 'LOCATION']]"
Jaishithok,"[[0, 10, 'LOCATION']]"
Jaisi,"[[0, 5, 'LOCATION']]"
Jaisi Dhage,"[[0, 11, 'LOCATION']]"
Jaisi Hatiya,"[[0, 12, 'LOCATION']]"
Jaisi Tol,"[[0, 9, 'LOCATION']]"
Jaisi Tola,"[[0, 10, 'LOCATION']]"
Jaisibada,"[[0, 9, 'LOCATION']]"
Jaisibanjh,"[[0, 10, 'LOCATION']]"
Jaisibari,"[[0, 9, 'LOCATION']]"
Jaisidada,"[[0, 9, 'LOCATION']]"
Jaisidanda,"[[0, 10, 'LOCATION']]"
Jaisidhara,"[[0, 10, 'LOCATION']]"
Jaisigaun,"[[0, 9, 'LOCATION']]"
Jaisikalphant,"[[0, 13, 'LOCATION']]"
Jaisitar,"[[0, 8, 'LOCATION']]"
Jaisithok,"[[0, 9, 'LOCATION']]"
Jaisitol,"[[0, 8, 'LOCATION']]"
Jaispur,"[[0, 7, 'LOCATION']]"
Jaispur Chowk,"[[0, 13, 'LOCATION']]"
Jaispur Gaun,"[[0, 12, 'LOCATION']]"
Jaisur,"[[0, 6, 'LOCATION']]"
Jaitapur,"[[0, 8, 'LOCATION']]"
Jaites,"[[0, 6, 'LOCATION']]"
Jaitha,"[[0, 6, 'LOCATION']]"
Jaithala,"[[0, 8, 'LOCATION']]"
Jaithali,"[[0, 8, 'LOCATION']]"
Jaithan,"[[0, 7, 'LOCATION']]"
Jaithara,"[[0, 8, 'LOCATION']]"
Jaithum,"[[0, 7, 'LOCATION']]"
Jaitpani,"[[0, 8, 'LOCATION']]"
Jaiyabari,"[[0, 9, 'LOCATION']]"
Jajailek,"[[0, 8, 'LOCATION']]"
Jajala,"[[0, 6, 'LOCATION']]"
Jajali,"[[0, 6, 'LOCATION']]"
Jajalla,"[[0, 7, 'LOCATION']]"
Jajalli,"[[0, 7, 'LOCATION']]"
Jajana,"[[0, 6, 'LOCATION']]"
Jajar,"[[0, 5, 'LOCATION']]"
Jajaragaun,"[[0, 10, 'LOCATION']]"
Jajargaun,"[[0, 9, 'LOCATION']]"
Jajari,"[[0, 6, 'LOCATION']]"
Jajarkhet,"[[0, 9, 'LOCATION']]"
Jajarkot,"[[0, 8, 'LOCATION']]"
Jajaya,"[[0, 6, 'LOCATION']]"
Jajura,"[[0, 6, 'LOCATION']]"
Jakh,"[[0, 4, 'LOCATION']]"
Jakhadi,"[[0, 7, 'LOCATION']]"
Jakhane,"[[0, 7, 'LOCATION']]"
Jakhauli,"[[0, 8, 'LOCATION']]"
Jakheda,"[[0, 7, 'LOCATION']]"
Jakheghari,"[[0, 10, 'LOCATION']]"
Jakma,"[[0, 5, 'LOCATION']]"
Jakot,"[[0, 5, 'LOCATION']]"
Jaksi,"[[0, 5, 'LOCATION']]"
Jaksitar,"[[0, 8, 'LOCATION']]"
Jaktimare,"[[0, 9, 'LOCATION']]"
Jal Bhanjyang,"[[0, 13, 'LOCATION']]"
Jalahari,"[[0, 8, 'LOCATION']]"
Jalal Tappu,"[[0, 11, 'LOCATION']]"
Jalapa Chowk,"[[0, 12, 'LOCATION']]"
Jalape,"[[0, 6, 'LOCATION']]"
Jalaudi Simbot,"[[0, 14, 'LOCATION']]"
Jalaura,"[[0, 7, 'LOCATION']]"
Jalayadanda,"[[0, 11, 'LOCATION']]"
Jalaykharka,"[[0, 11, 'LOCATION']]"
Jalbang,"[[0, 7, 'LOCATION']]"
Jalbari,"[[0, 7, 'LOCATION']]"
Jalbe,"[[0, 5, 'LOCATION']]"
Jalbir,"[[0, 6, 'LOCATION']]"
Jalbire,"[[0, 7, 'LOCATION']]"
Jaldevi Tol,"[[0, 11, 'LOCATION']]"
Jaldhare,"[[0, 8, 'LOCATION']]"
Jaldhunga,"[[0, 9, 'LOCATION']]"
Jalekharka,"[[0, 10, 'LOCATION']]"
Jalepar,"[[0, 7, 'LOCATION']]"
Jaleshwar,"[[0, 9, 'LOCATION']]"
Jalethanti,"[[0, 10, 'LOCATION']]"
Jalewa Basnu,"[[0, 12, 'LOCATION']]"
Jalgada,"[[0, 7, 'LOCATION']]"
Jalghusra,"[[0, 9, 'LOCATION']]"
Jalghusra Katan,"[[0, 15, 'LOCATION']]"
Jalhalna,"[[0, 8, 'LOCATION']]"
Jalhari Dhar,"[[0, 12, 'LOCATION']]"
Jaligachhi,"[[0, 10, 'LOCATION']]"
Jaligaun,"[[0, 8, 'LOCATION']]"
Jaliltol,"[[0, 8, 'LOCATION']]"
